id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,price
a19981294,Great Room on Kips Bay,132080218,George,Manhattan,Kips Bay,40.73872,-73.97995,Private room,1,14,2018-01-01,0.2,1,0,0,,80
a563674033221110944,New York Upper West Side,416590559,Marie-Chantal,Manhattan,Upper West Side,40.77656,-73.98042,Entire home/apt,5,10,2023-02-19,0.81,1,223,9,,145
a671745578734344543,King Suite in Prime Location: Luxury & Comfort,469518763,Alla,Brooklyn,Sheepshead Bay,40.5917858,-73.948278,Entire home/apt,2,12,2023-01-03,1.61,1,330,12,,189
a28221379,Demmy's space,183604908,Ade,Brooklyn,Crown Heights,40.66946,-73.92865,Private room,2,74,2023-01-04,1.36,2,180,17,,90
a48402757,Oasis in Brooklyn 2,13730809,Kevin,Brooklyn,East Flatbush,40.65252,-73.94599,Entire home/apt,4,42,2023-01-04,1.91,1,60,23,,134
a705995049443364668,Sunny private room in Harlem,96589640,Alberto,Manhattan,Harlem,40.82591032620613,-73.93930613013245,Private room,1,33,2023-03-03,5.66,2,277,33,,78
a14648838,Large 2 Story 2 Bedroom Corner Unit On Top Floor,33403059,Joshua,Brooklyn,Bushwick,40.69908,-73.93547,Entire home/apt,30,11,2018-10-09,0.14,3,0,0,,175
a53417238,Cozy Junior Studio Unit,168710834,Bryan,Bronx,Unionport,40.83321,-73.85456,Entire home/apt,3,20,2023-01-09,2.14,1,319,20,,93
a24833279,Queens C Place,156716488,Christine,Queens,South Ozone Park,40.669598,-73.793243,Private room,1,13,2022-10-16,0.24,2,179,7,,110
a13173415,Luxury high rise large 1BD in 2BD,73630116,Marla,Manhattan,Theater District,40.76183,-73.98548,Private room,14,18,2021-10-30,0.24,1,29,0,,150
a20171179,"House of Rain
(Because I’m a pluviophile)",141141822,Tiffany,Manhattan,Harlem,40.81205,-73.9434,Private room,3,86,2023-02-09,1.41,1,231,22,,99
a673371494715317188,Lovely 1 Bedroom Hidden Gem in Brooklyn,118905457,Rafael,Brooklyn,Cypress Hills,40.67573,-73.8638,Entire home/apt,2,44,2023-03-03,5.87,1,286,44,,132
a689329,Cozy 15 mins Manhattan& 10 Mins LGA,2446219,Biren,Queens,East Elmhurst,40.75804,-73.89447,Private room,30,309,2019-11-17,2.57,2,0,0,,85
a13915699,Good Deal! Large Clean and Stylish 1Bedroom!,1279152,Alison,Brooklyn,Midwood,40.63009,-73.96796,Entire home/apt,30,6,2018-12-31,0.07,1,0,0,,75
a2214689,Large Wiliamsburg Private Bedroom,5278391,Ashley,Brooklyn,Williamsburg,40.71547,-73.94085,Private room,2,13,2021-08-28,0.15,5,0,0,,70
a2467377,Centrally located in Bayside- Nice. FAST INTERNET.,7801481,Inez,Queens,Bay Terrace,40.78736,-73.77856,Private room,3,30,2022-09-14,0.39,2,309,3,,90
a53731436,Cozy Barn BR-WiFi 10 mins JFK/Train Queens Jamaica,141645843,Gs Vacay Spots,Queens,Jamaica,40.682037,-73.796814,Private room,1,68,2023-03-04,4.55,8,89,57,,58
a8441969,"Full Bedroom Avaliable, Astoria",1411399,Carlos,Queens,Astoria,40.76676,-73.91276,Private room,1,37,2022-12-27,0.41,4,356,21,,66
a731423199187899146,"Casa adosada en Brooklyn para descansar ""A""",460436304,Jenny,Brooklyn,Sheepshead Bay,40.58505148959031,-73.96274707894267,Private room,1,5,2023-01-05,1.05,3,365,5,,60
a36633369,"Private Brooklyn APT, next to Subway, BK college",275343844,Aaron,Brooklyn,Flatlands,40.62748,-73.94605,Entire home/apt,2,55,2023-02-28,1.28,1,83,18,,106
a139624,"Spacious,Sunny, private one bedroom",680818,Jessica,Brooklyn,Crown Heights,40.67478,-73.95165,Entire home/apt,30,82,2023-01-06,0.59,1,24,2,,62
a589867261336973745,Modern 1 bed 1 bath apartment on Central Park West,143708082,Samantha,Manhattan,Upper West Side,40.79822,-73.96046,Entire home/apt,2,16,2023-01-01,2.26,1,0,16,,210
a629215054614977815,"Cozy Studio In Kew Gardens...close to JFK, LGA",26244773,Alyssa,Queens,Kew Gardens,40.70318,-73.83296,Entire home/apt,3,13,2023-01-09,1.41,1,46,13,,159
a601341275822151601,Cozy 2 bedroom apartment.,156583372,Patrick,Bronx,Allerton,40.859352,-73.864983,Entire home/apt,5,19,2023-02-28,1.78,6,54,19,,123
a51347497,Cozy 1 bedroom apt in prime location,55191496,Katie,Queens,Elmhurst,40.73959,-73.87008,Entire home/apt,1,62,2023-03-01,3.36,1,24,43,,212
a670319491465859171,Cozy Private Room in Ridgewood,432488510,Jordan,Queens,Ridgewood,40.71242,-73.91273,Private room,1,11,2023-01-31,2.19,1,67,11,,61
a33970850,SummerWintersGetaway- NO PARTIES! 4 GUESTS ONLY!,256462453,Yolander,Queens,Jamaica,40.69234,-73.8051,Entire home/apt,3,25,2019-10-26,0.53,2,86,0,,350
a51608080,"Luxury 1 bedroom with games, gym and pool table",234641474,Curwin,Brooklyn,Crown Heights,40.67652,-73.93595,Entire home/apt,1,15,2023-01-01,1.16,1,87,12,,179
a53051651,Modern room in Williamsburg,354785010,Gilbert,Brooklyn,Williamsburg,40.71108,-73.95597,Private room,30,93,2023-01-29,6.08,4,45,74,,86
a774737027732357784,Private Unit/Near JFK Airport/LaGuardia airport,490006452,Tariq,Queens,Richmond Hill,40.6907293,-73.8349913,Entire home/apt,1,10,2023-02-04,3.49,1,2,10,,73
a16070567,"Entire floor to yourself, Popular area in Bushwick",104698038,Nick,Brooklyn,Bushwick,40.70483,-73.92649,Private room,30,7,2017-07-20,0.09,1,89,0,,75
a52612562,Remanso de Paz,425897675,Juana,Bronx,Morris Heights,40.85287,-73.91624,Private room,2,83,2023-03-05,4.91,1,220,65,,42
a9237857,Penthouse Suites Midtown Manhattan,17507097,Ravi,Manhattan,Midtown,40.76402,-73.98186,Entire home/apt,3,6,2022-11-26,0.07,1,0,1,,375
a48995883,Home sweet home Nyc style,47769520,Ugur & Sarina,Queens,Flushing,40.75832,-73.8352,Entire home/apt,1,5,2021-07-28,0.22,2,0,0,,100
a756685458967490030,Spacious Private Condo with Hidden Garden,450161902,Natalie,Manhattan,East Harlem,40.80261,-73.93785,Entire home/apt,3,8,2023-02-13,2.24,18,21,8,,127
a621719100139492052,"Best location, lovely 1 bedroom in Williamsburg",1656285,Ashley,Brooklyn,Williamsburg,40.71558,-73.94609,Entire home/apt,5,6,2023-01-02,0.77,1,92,6,,205
a13954583,Great Sunny Room In Amazing Bushwick Apartment,37435755,Ryan,Brooklyn,Bushwick,40.70109,-73.9193,Private room,10,12,2020-08-31,0.15,3,90,0,,1500
a14624128,Room on the East River w/ balcony!,10098825,Casey,Manhattan,East Harlem,40.78555,-73.94246,Private room,30,25,2018-06-30,0.32,1,0,0,,65
a27195600,The Castle 3rd floor Penthouse Private Apartment,204773816,Marisa,Queens,Flushing,40.75814,-73.8205,Entire home/apt,3,77,2023-02-13,1.41,2,59,23,,71
a33113990,Adorable walk-up on the high line—with views!,2919299,Sean,Manhattan,Chelsea,40.74962,-74.00198,Entire home/apt,3,13,2020-01-01,0.28,1,149,0,,156
a46972585,Cozy room right off Central Park West!,254359674,Jennifer,Manhattan,Upper West Side,40.80073,-73.96085,Private room,4,39,2022-12-31,1.81,1,99,30,,90
a53496107,Bright Loft Deluxe  With 3 Beds & Broadway View #4,177174475,Alberto Fernando,Manhattan,Midtown,40.74614,-73.98906,Entire home/apt,1,47,2023-02-12,3.33,8,186,41,,139
a3352608,A Dream! Luxury 3 Bedroom Apt,16916853,Olga,Brooklyn,Sheepshead Bay,40.60883,-73.94803,Entire home/apt,30,11,2022-03-14,0.1,2,363,1,,215
a225354,Charming Loft Studio with Patio,1158300,Camila,Brooklyn,Williamsburg,40.71085,-73.96672,Entire home/apt,30,11,2019-09-01,0.08,1,283,0,,180
a8108376,"home, sweet home :-)  English, русский,  עברית",42814202,Rosa,Queens,Fresh Meadows,40.74205,-73.787,Entire home/apt,1,73,2022-09-11,0.89,5,180,5,,110
a37497706,Large Two Bedroom in Bronx Little Italy,44851966,Joseph,Bronx,Belmont,40.85393,-73.88571,Entire home/apt,2,30,2023-01-08,0.7,10,141,8,,147
a34172085,Discount for Spacious Private Bedroom in Manhattan,257993786,Ronnie,Manhattan,Inwood,40.86269,-73.926,Private room,2,129,2023-02-24,2.8,1,309,30,,82
a49566023,Arlo Midtown - King City Room,397160899,Arlo,Manhattan,Hell's Kitchen,40.75688,-73.99334,Private room,1,8,2022-12-23,0.39,6,72,1,,239
a46450521,Huge One-bedroom in Heart of Murray Hill,139934186,Hope,Manhattan,Kips Bay,40.74176,-73.97711,Entire home/apt,10,20,2023-02-19,0.74,1,86,8,,185
a28096425,Comfy 1-bedroom Brooklyn apt in Residential Area,155702726,Nicole,Brooklyn,Crown Heights,40.67377,-73.94034,Entire home/apt,30,5,2021-07-24,0.12,1,173,0,,171
a29016112,Cozy Apt Close To Manhattan with FREE parking,216641760,Jamie,Queens,Jackson Heights,40.75337,-73.87612,Entire home/apt,3,147,2023-02-27,2.78,3,323,39,,111
a10807749,Chic 1-BR in Lovely Park Slope,45082547,Gretta J.,Brooklyn,South Slope,40.66868,-73.98884,Entire home/apt,30,5,2016-04-26,0.06,1,0,0,,120
a37532017,Eclectic Brooklyn Studio!,283451319,Monte,Brooklyn,Crown Heights,40.67682,-73.94913,Entire home/apt,31,20,2022-09-01,0.46,1,242,2,,90
a20615932,Bushwick 1 bedroom at a garden level near M and L,73498715,Jonathan,Brooklyn,Bushwick,40.6966,-73.91493,Entire home/apt,30,24,2023-02-02,0.36,1,259,3,,100
a8000640,1 bedroom APT with private garden,42233780,Nicole,Brooklyn,Clinton Hill,40.69485,-73.96254,Entire home/apt,30,9,2017-05-19,0.1,1,0,0,,130
a40623849,Home away from home,150428984,Fazia,Bronx,Hunts Point,40.81244,-73.88938,Private room,3,54,2023-02-24,1.4,5,363,19,,50
a18675061,Private Room in beautiful UWS - Great Location!,12033348,Shirley,Manhattan,Upper West Side,40.80081,-73.9681,Private room,30,5,2017-07-04,0.07,1,0,0,,70
a28368678,Boerum Hill Twin BR in a Classic NYC Brownstone,6770631,Allen,Brooklyn,Boerum Hill,40.68624,-73.98586,Private room,2,169,2023-02-14,3.09,3,8,37,,130
a1148279,Family Owned & Operated Brownstone,6294856,Yoki,Brooklyn,Bedford-Stuyvesant,40.68047,-73.95022,Private room,30,146,2019-10-30,1.22,1,0,0,,60
a47311348,♥Private One Bedroom | Express Train+Fast WiFi♥,34177401,Nick,Brooklyn,East New York,40.67392,-73.87939,Private room,1,131,2023-02-05,4.95,3,149,42,,51
a24370001,Legal Airbnb-Lovely Rare Garden Home w/ Loft#10303,8961407,Jamie,Manhattan,Harlem,40.80541,-73.94635,Entire home/apt,30,83,2023-01-18,1.47,3,340,3,,397
a642182688626338940,Cozy 2-Bedroom Walk-in with Patio,462595553,Judith,Queens,Woodside,40.74449,-73.90198,Entire home/apt,2,17,2022-12-29,2.2,1,136,17,,165
a18721209,Bronx Wakefield Large Furnished Room,130185165,Ms. H,Bronx,Wakefield,40.8874,-73.86499,Private room,1,82,2023-02-13,1.18,1,271,35,,90
a17037,Lovely EV Artist's Home,66035,Anna,Manhattan,East Village,40.72289,-73.98028,Entire home/apt,30,53,2020-03-18,0.34,1,125,0,,220
a664333401366689944,Mid-Century Luxury PH with Skylight,465731333,Denis,Manhattan,Midtown,40.75408,-73.96978,Entire home/apt,2,16,2023-01-13,3.0,1,5,16,,1186
a50454030,Beautiful 2 bedroom in Brooklyn,192747450,Shanda,Brooklyn,Crown Heights,40.67665,-73.95078,Entire home/apt,28,57,2022-12-04,2.9,2,281,37,,186
a11334476,Comfortable Bedroom,47515751,Jennyfer,Manhattan,Inwood,40.86822,-73.92573,Private room,30,12,2020-02-16,0.14,1,0,0,,35
a22122470,Harlem Garden Condo 2 bedrooms 2 bath,161592215,Mukaram,Manhattan,East Harlem,40.80227,-73.93573,Entire home/apt,30,51,2022-07-31,0.81,4,0,1,,150
a42795515,Retro  Room by Brighton Beach next to the subway,327961860,Claire,Brooklyn,Brighton Beach,40.57574,-73.96294,Private room,30,7,2022-01-31,0.21,3,89,0,,50
a18117334,"Bright Zen Bedroom with TV, nr JMZ Subways",3388950,Amaya,Brooklyn,Bedford-Stuyvesant,40.69464,-73.93458,Private room,3,129,2022-05-30,1.81,3,0,8,,73
a51713611,Quiet short stay at condo,209887985,Adrian,Brooklyn,East New York,40.65805,-73.8778,Private room,3,6,2023-02-10,0.34,2,319,2,,84
a40173982,City Lights & Memorial Day Weekend in Manhattan,308578179,N,Manhattan,Midtown,40.76602,-73.98047,Private room,1,6,2022-10-27,0.16,4,5,5,,269
a3043467,Room in Duplex Apartment,10432817,Deedles,Brooklyn,Brooklyn Heights,40.69279,-73.99699,Private room,30,24,2022-12-09,0.34,2,171,2,,70
a52853673,Spacious Apartment next to Central Park.,47023469,Cleo,Manhattan,East Harlem,40.78758,-73.95257,Entire home/apt,1,31,2023-03-05,2.0,2,342,25,,293
a762526483701320413,Private Room in Williamsburg,488162997,Alonso,Brooklyn,Williamsburg,40.70818,-73.96448,Private room,2,5,2023-01-31,1.63,1,290,5,,89
a52553537,Shoreham Hotel - Cozy Unit in the heart of NYC,423873487,Shoreham,Manhattan,Midtown,40.76359,-73.97734,Entire home/apt,1,77,2023-01-16,4.63,44,0,58,,213
a584122,"CONTEMPORARY APT. IN HELL'S KITCHEN, NYC",2878358,Gio,Manhattan,Hell's Kitchen,40.77147,-73.99434,Private room,30,73,2019-12-14,0.57,1,0,0,,200
a46569497,Modern Clinton Hill Condo (Steps from the Subway),61132135,Meng,Brooklyn,Clinton Hill,40.68718,-73.95984,Entire home/apt,30,26,2023-01-16,1.19,1,274,7,,139
a2349737,NYC Apt - Close to Metro & Mnhtn,11722972,Karen,Queens,Rego Park,40.73191,-73.86641,Entire home/apt,30,10,2020-02-29,0.09,1,363,0,,296
a333323,Cozy bedroom near Times Square,1698391,Pat,Manhattan,Hell's Kitchen,40.76269,-73.99361,Private room,6,163,2023-02-14,1.62,3,265,16,,89
a23763873,Private room in prime Greenpoint-Steps to G train!,178244787,Miranda,Brooklyn,Greenpoint,40.72276,-73.9499,Private room,30,13,2018-11-16,0.22,2,0,0,,90
a22986841,Huge cozy 1 bdr apt with backyard in Brooklyn,34304490,MD Ismail,Brooklyn,Bedford-Stuyvesant,40.6861,-73.95126,Entire home/apt,3,44,2023-02-27,2.52,1,55,27,,158
a751742326850931579,Lovely 4 bedroom 3 bathroom rental with balcony,29472753,Alexa,Queens,Ozone Park,40.68261764300574,-73.84296029806137,Entire home/apt,3,9,2023-02-21,2.23,2,137,9,,200
a8133275,Victorian House near Brooklyn College,33519200,George,Brooklyn,East Flatbush,40.64044,-73.94878,Private room,2,160,2023-01-01,1.76,1,358,30,,98
a52451281,"1 Beautiful Bedroom, living room &  full kitchen",371398232,Shanté,Brooklyn,Cypress Hills,40.68209,-73.88481,Private room,30,24,2022-12-11,2.05,1,180,24,,119
a53725805,Spacious & Artistic Room in Bushwick / L Jefferson,16865342,Elene,Brooklyn,Bushwick,40.70683,-73.92001,Private room,2,61,2023-02-27,4.25,2,336,57,,63
a48742328,Beautiful Luxury Brooklyn Townhouse,25896614,Taylor,Brooklyn,Bushwick,40.69309948615662,-73.90876645369065,Entire home/apt,3,28,2023-02-26,1.18,2,154,14,,404
a53710387,Prime Williamsburg - private room with backyard,546370,Katya,Brooklyn,Williamsburg,40.71359252929688,-73.96245574951172,Private room,2,9,2022-12-05,0.82,25,198,9,,76
a20663721,ChuckJohnson's Large Room.,147803075,Damon & Yvonne,Brooklyn,Bedford-Stuyvesant,40.68751,-73.91869,Private room,30,5,2018-01-02,0.08,1,178,0,,60
a68900,Bright Beautiful Brooklyn,343250,Jason,Brooklyn,Greenpoint,40.73094,-73.95484,Private room,30,7,2019-10-26,0.07,1,362,0,,100
a12720048,"NE room Washer/Dryer, J train Gates Ave 5 min*",68787921,Marlon,Brooklyn,Bedford-Stuyvesant,40.6891,-73.9231,Private room,4,82,2023-01-13,1.03,6,170,14,,56
a642956605065150929,Villa family home!,167784680,Rocky,Queens,Rego Park,40.73273,-73.85772,Entire home/apt,2,6,2023-01-02,1.42,1,170,6,,265
a52496006,*Your Home Away From Home - Bedstuy*,324748144,Jerrell,Brooklyn,Bedford-Stuyvesant,40.69071,-73.93449,Private room,2,15,2023-02-15,0.87,2,306,8,,83
a27850382,Superior Studio with Balcony,32866463,Bassam,Brooklyn,Bay Ridge,40.63339,-74.0182,Entire home/apt,1,178,2023-02-11,3.23,1,119,47,,99
a26425943,Sunny Williamsburg 1 BR near Peter Luger's,50361964,Rikki,Brooklyn,Williamsburg,40.70909,-73.96338,Entire home/apt,3,5,2020-01-26,0.09,1,0,0,,232
a16870689,Private Sunny Bedroom in Bay Ridge Brooklyn,79089979,Clell,Brooklyn,Bay Ridge,40.63822,-74.02687,Private room,1,10,2022-12-03,0.17,2,303,9,,69
a31514475,New Building Rooms 5 from 1,203266238,Steve,Bronx,Bronxdale,40.85686,-73.85765,Private room,15,5,2019-06-29,0.1,6,364,0,,55
a3757461,Manhattan Sunny Near NYU Hospitals,17465563,Lola,Manhattan,Gramercy,40.7371,-73.9802,Private room,30,235,2023-01-06,2.26,1,320,19,,91
a21106251,Private Bedroom in Great Brooklyn Apartment,25354313,Thomas,Brooklyn,Crown Heights,40.67367,-73.95754,Private room,30,9,2019-06-22,0.14,1,0,0,,28
a10071188,"Beautiful, bright and spacious home",15065559,Daniella,Brooklyn,Crown Heights,40.67319,-73.94099,Entire home/apt,4,186,2023-02-23,2.13,1,17,28,,175
a6348972,Cosy & Quiet Room in Harlem,33074274,Vigil,Manhattan,Harlem,40.80632,-73.94821,Private room,5,60,2023-01-06,0.63,3,324,13,,69
a42638992,"Smile, Life is for Living",154158582,Yvonne,Queens,St. Albans,40.69014,-73.75173,Entire home/apt,2,13,2023-02-14,0.85,2,260,9,,160
a34283155,Spacious Room in Upper West Side Near Columbia Uni,6655776,Jk,Manhattan,Morningside Heights,40.80476,-73.96434,Private room,3,89,2023-02-02,1.92,3,28,35,,94
a21967259,Chelsea Condo with a View of the Highline Park,160376922,Alesia,Manhattan,Chelsea,40.74888,-74.00416,Entire home/apt,21,17,2022-09-06,0.26,1,0,2,,380
a26149494,10 minutes from JFK Airport Rockaway Beach Heaven,196557649,Erica,Queens,Edgemere,40.59618,-73.76897,Entire home/apt,1,40,2022-11-20,0.74,2,356,9,,250
a50757386,MedRoom 444-5,267272502,Orfelina,Brooklyn,Bedford-Stuyvesant,40.69276,-73.95312,Private room,3,14,2023-01-01,0.8,18,278,9,,60
a51643197,Queen Size Private Room - near Yankee Stadium,172703338,Vas,Bronx,Concourse,40.82777,-73.92334,Private room,1,14,2023-02-07,0.78,2,185,12,,67
a49733348,"""2 Bedroom highrise with Stunning views of NY/NJ""",99545344,Sammy,Manhattan,Hell's Kitchen,40.76019,-73.99962,Entire home/apt,2,48,2023-02-22,2.21,2,300,31,,601
a28565170,Private room+bathroom Only 20mins to Midtown NYC!,48303314,Gaurab,Queens,Woodside,40.74899,-73.90968,Private room,2,46,2020-03-16,0.85,1,0,0,,40
a689079725644214503,Sheepshead Bay home by the water,122094341,Layla,Brooklyn,Sheepshead Bay,40.58790608185903,-73.94603038686,Entire home/apt,7,6,2022-11-29,1.13,1,305,6,,143
a46318416,"Large room! Times Square, amazing View, Luxury bld",371789143,Julia,Manhattan,Theater District,40.75906,-73.9854,Private room,14,28,2023-03-01,1.0,1,39,10,,110
a49910561,Bright Artsy Apartment perfectly located in NYC!,286952543,Tximista,Manhattan,Flatiron District,40.74017,-73.98749,Entire home/apt,3,8,2022-12-18,0.55,1,89,7,,800
a750107849726707863,Cozy room in the Bronx,435772211,Leonor,Bronx,Tremont,40.844696670543286,-73.89130550200294,Private room,5,7,2023-03-05,1.81,1,245,7,,43
a46911,Large Room in private Brownstone in Park Slope,210746,Kathleen R.,Brooklyn,Prospect Heights,40.68022,-73.97457,Private room,3,69,2022-12-15,0.46,3,278,11,,120
a39558211,"Red Autumn House LLC, 2nd Floor",270340525,Red Autumn House LLC,Brooklyn,East New York,40.66622,-73.87093,Entire home/apt,2,106,2023-02-19,2.63,1,339,32,,99
a3798941,Williamsburg Penthouse Guestroom,6642777,Martin,Brooklyn,Williamsburg,40.71067,-73.9525,Private room,1,732,2023-03-03,7.02,2,0,84,,74
a40517002,The Ultimate - Room 203 - Full Bed,75248463,Jotham,Brooklyn,East Flatbush,40.64309,-73.94604,Private room,2,6,2021-11-19,0.16,6,84,0,,99
a21383288,Cozy & Modern Brooklyn Getaway,114238471,Abass,Brooklyn,Crown Heights,40.67459,-73.90974,Entire home/apt,30,49,2020-01-01,0.75,3,146,0,,99
a721904195594487495,Best stay in the heart of Flushing! Best Location!,10366837,Judy,Queens,Flushing,40.75751,-73.83066,Private room,2,6,2023-02-03,1.5,4,167,6,,73
a695343343573591644,"Spacious 1 bedroom in Rosedale, Queens",314302433,Charmine,Queens,Rosedale,40.656,-73.73772,Entire home/apt,1,5,2023-03-02,1.88,1,278,5,,92
a711477188594962909,Stunning 3 bedroom flat in Williamsburg,9742120,Jeffrey,Brooklyn,Williamsburg,40.71654,-73.94237,Entire home/apt,2,26,2023-03-05,5.69,1,211,26,,160
a51866988,Steps away from Central Park/Hell's Kitchen,417166424,Millennium Broadway,Manhattan,Theater District,40.75613,-73.98573,Private room,1,917,2023-03-04,51.71,9,325,889,,189
a638405806968345946,Perfect Stay  2BR apartment in NY,211823412,Diala,Queens,Arverne,40.59671,-73.7949,Entire home/apt,2,12,2022-11-27,1.35,2,364,12,,165
a35840685,Crown 1 -Single Traveler’s Suite,11757212,Christina,Brooklyn,Crown Heights,40.66688,-73.9353,Private room,1,38,2023-02-19,4.52,3,118,38,,50
a52754282,Spacious New Brownstone Garden 1BR Home-Office W/D,364495516,Edward,Brooklyn,Bedford-Stuyvesant,40.68262,-73.94142,Entire home/apt,30,19,2023-02-08,1.16,2,260,7,,202
a692742708366170176,Sarah's Garnet,83143535,Michelle,Brooklyn,Crown Heights,40.67718,-73.94209,Private room,3,26,2023-02-14,3.94,15,303,26,,70
a29016907,Queens home in quiet neighborhood Room 2,155152907,Anthony,Queens,St. Albans,40.70609,-73.76185,Private room,2,34,2022-11-20,0.64,2,262,11,,55
a12740226,Cozy home studio with lofted bed,3038856,Samir,Brooklyn,Williamsburg,40.71206,-73.9617,Private room,30,9,2018-05-28,0.11,2,0,0,,50
a16392756,Cozy studio next to Wash Sq Park,5895282,Scott,Manhattan,Greenwich Village,40.73323,-73.99558,Entire home/apt,30,9,2017-06-16,0.12,1,0,0,,125
a30169470,LOWER EAST SIDE (private room),1384016,Ignacio,Manhattan,Lower East Side,40.71623,-73.98541,Private room,2,19,2022-12-13,0.37,1,88,7,,230
a41928437,Private Room Exposed Brick Wall,3020145,Eva,Manhattan,SoHo,40.72521,-74.00275,Private room,2,5,2023-01-10,0.51,2,2,5,,109
a18274232,"Next to Central Park, awesome location!",21380187,Mark,Manhattan,Hell's Kitchen,40.76802,-73.98399,Private room,2,58,2022-12-30,0.82,1,77,9,,270
a21264131,Beautiful Super Cozy Studio,67226812,RaShaan,Brooklyn,Bedford-Stuyvesant,40.68548,-73.95144,Entire home/apt,31,116,2019-09-26,1.79,1,0,0,,120
a33493942,Mid Century modern room  1 minute to Subway,251817531,Kieu,Brooklyn,Bedford-Stuyvesant,40.68809,-73.95651,Private room,1,138,2023-02-13,3.01,4,247,42,,82
a9434495,Lovely Room in a Quiet Area with breakfast gratis,48899796,Beth,Brooklyn,Midwood,40.62179,-73.95219,Private room,3,117,2023-01-03,1.34,3,32,15,,69
a44600878,NEW Listing in Times Square,21176915,Alejandro,Manhattan,Theater District,40.75864,-73.98309,Entire home/apt,4,18,2022-12-06,0.69,1,24,6,,242
a688412684613234213,Lovely 1 Bedroom Apartment in Prime Bushwick,271980909,Michael,Brooklyn,Williamsburg,40.70676,-73.92605,Entire home/apt,2,6,2023-01-04,0.98,1,0,6,,199
a54269748,budget friendly studio near metro JFK/LGA airport,153340219,Wanly,Brooklyn,East New York,40.67644,-73.88715,Entire home/apt,1,99,2023-02-19,7.26,8,364,93,,103
a38496782,Spacious Newly Renovated 2 bedroom Apt,135710202,Chris,Brooklyn,Canarsie,40.64045,-73.89297,Entire home/apt,1,233,2023-02-08,5.6,2,358,44,,89
a644365316106799161,Cozy Harlem Style Apartment,404575129,Rallie,Manhattan,East Harlem,40.7984413,-73.9385309,Private room,1,32,2023-01-05,3.69,1,330,32,,73
a48913390,"Bright/Clean 1 Bedroom apartment, Heart of Astoria",60069248,Ann Marie,Queens,Long Island City,40.7615,-73.92731,Entire home/apt,2,14,2021-09-26,0.6,2,97,0,,146
a39199816,Beautiful Brooklyn Townhouse w/ Patio & Fios,22117802,Augustin,Brooklyn,Crown Heights,40.672611,-73.955376,Entire home/apt,2,68,2023-02-20,5.64,1,156,68,,268
a54114542,Modern Studio Apt. Close to Manhattan Exquisite,87639559,Jemar Ira,Queens,Jamaica Hills,40.70918,-73.80182,Entire home/apt,2,6,2022-11-11,0.56,17,365,6,,99
a623082106605347836,Cozy Private Room. 15 min to Manhattan (Broadway),457157525,Andres,Queens,Long Island City,40.754,-73.92507,Private room,3,32,2023-03-03,3.37,4,28,32,,70
a17641625,Cozy PRIVATE APARTMENT - heart of East Village,836353,Luna,Manhattan,East Village,40.72595,-73.9859,Entire home/apt,30,32,2022-08-04,0.46,1,0,1,,160
a1614964,Charming Room in Astoria!,8783166,Marinez,Queens,Astoria,40.76744,-73.92841,Private room,30,19,2022-11-05,0.17,2,63,2,,80
a9857249,Big Bright 1BR Bed-Stuy Brownstone,8033291,Julia,Brooklyn,Bedford-Stuyvesant,40.68517,-73.94671,Entire home/apt,30,6,2017-06-20,0.07,1,0,0,,94
a9434801,Cozy Bedroom in Sunny Apartment,10335025,Sharif,Brooklyn,Williamsburg,40.70451,-73.93059,Private room,30,12,2017-08-03,0.14,1,0,0,,50
a344092,"Heavy Sun, Quiet, Arty 1 Bedroom",1745402,Tony,Brooklyn,Sunset Park,40.64368,-74.02102,Entire home/apt,18,19,2016-07-13,0.14,1,0,0,,70
a15552901,Near at the JFK 15 minutes,84562269,Finely,Queens,Queens Village,40.72044,-73.75546,Private room,30,5,2019-04-23,0.07,2,0,0,,36
a2247803,Coozy Studio for one or two in Crown Heights,11333699,Clifton,Brooklyn,Crown Heights,40.67086,-73.94563,Private room,2,376,2023-02-26,3.42,1,339,35,,114
a3913635,Sunny Central Location!,18834080,Jake,Manhattan,Chinatown,40.71654,-73.99109,Entire home/apt,30,101,2017-07-28,0.97,1,0,0,,130
a1831227,Brownstone Penthouse Apartment.,6499364,David,Manhattan,Harlem,40.8117,-73.93907,Entire home/apt,30,42,2022-07-27,0.38,1,88,2,,125
a26357357,Private full 2b/2b apt near Train & Central Park,44927221,Tarry,Manhattan,East Harlem,40.78999,-73.95021,Entire home/apt,30,66,2019-09-28,1.16,1,0,0,,225
a53116645,The Bedstuy Chic Retreat w/ backyard n grill,26976628,Mo,Brooklyn,Bedford-Stuyvesant,40.67862,-73.9273,Entire home/apt,5,13,2023-01-05,0.91,1,363,12,,250
a4453484,Prime Artist Loft &  Exposed Brick,2166065,Peter,Brooklyn,Williamsburg,40.72108,-73.95967,Entire home/apt,2,249,2023-03-05,2.5,1,237,53,,175
a4060993,Spacious apt. 15 min to Manhattan,21064077,Dan,Queens,Ridgewood,40.70067,-73.90657,Entire home/apt,30,5,2017-10-31,0.05,1,0,0,,52
